name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,10297,825230711,,yes,,,,"POLYGON ((-76.5464757 42.4051933, -76.5464782 42.4052441, -76.5462482 42.40525, -76.5462459 42.4051993, -76.5464757 42.4051933))",POINT (-76.546362 42.4052217),106.7,1148.9
,10298,825230715,,greenhouse,,,,"POLYGON ((-76.54575 42.4069773, -76.5457986 42.4069059, -76.5454604 42.4067795, -76.5454118 42.406851, -76.54575 42.4069773))",POINT (-76.5456052 42.4068784),276.9,2980.5
,10299,825230717,,yes,,,,"POLYGON ((-76.4816864 42.416214, -76.4816465 42.4162358, -76.4816045 42.4161936, -76.4816444 42.4161718, -76.4816864 42.416214))",POINT (-76.4816454 42.4162038),23.7,255.6
,10300,825230719,,yes,,,,"POLYGON ((-76.4819748 42.4158114, -76.4820566 42.4158633, -76.481867 42.4160272, -76.481858 42.4160214, -76.4817767 42.4160916, -76.4817038 42.4160454, -76.4819748 42.4158114))",POINT (-76.4818822 42.4159508),293.6,3159.9
,10301,825230720,,yes,,,,"POLYGON ((-76.4888463 42.4032764, -76.4887932 42.4034533, -76.4886678 42.4034326, -76.4886952 42.4033411, -76.488677 42.4033381, -76.4887169 42.4032051, -76.4888324 42.4032241, -76.4888181 42.4032718, -76.4888463 42.4032764))",POINT (-76.4887559 42.4033296),280.5,3018.9
,10302,825230721,,yes,,,,"POLYGON ((-76.4841991 42.4060086, -76.4840764 42.4060528, -76.4839963 42.4059307, -76.484119 42.4058865, -76.4841991 42.4060086))",POINT (-76.4840977 42.4059697),169.2,1821.7
,10303,825230723,,yes,,,,"POLYGON ((-76.4841103 42.407612, -76.4842381 42.4075063, -76.4843285 42.4075664, -76.4842007 42.407672, -76.4841103 42.407612))",POINT (-76.4842194 42.4075892),157.4,1694.1
,10304,825230725,,yes,,,,"POLYGON ((-76.4846905 42.4052691, -76.4846384 42.4053449, -76.4844492 42.4052736, -76.4845012 42.4051977, -76.4846905 42.4052691))",POINT (-76.4845698 42.4052713),165.1,1777.1
,10305,825230727,,yes,,,,"POLYGON ((-76.5018985 42.4108173, -76.5020587 42.4108204, -76.5020541 42.4109564, -76.5018937 42.4109533, -76.5018985 42.4108173))",POINT (-76.5019762 42.4108869),199.3,2145.4
,10306,825230728,,yes,,,,"POLYGON ((-76.4889748 42.4026113, -76.4889259 42.4025314, -76.4890505 42.4024896, -76.4890607 42.4025062, -76.4891195 42.4024864, -76.4891582 42.4025497, -76.4889748 42.4026113))",POINT (-76.489039 42.4025443),150.6,1621.4
,10307,825230729,,yes,,,,"POLYGON ((-76.5166378 42.4080361, -76.5167752 42.4080431, -76.5167673 42.4081295, -76.5167145 42.4081267, -76.5167117 42.4081562, -76.5166497 42.4081531, -76.5166523 42.4081253, -76.5166296 42.4081243, -76.5166378 42.4080361))",POINT (-76.5166996 42.4080905),126.1,1357.4
,10308,825230730,,yes,,,,"POLYGON ((-76.4836338 42.4152239, -76.4836858 42.4152478, -76.4837007 42.4152299, -76.4837684 42.415261, -76.4837779 42.4152653, -76.4837397 42.4153113, -76.4837008 42.4152934, -76.4836732 42.4153266, -76.4835828 42.4152852, -76.4836029 42.4152609, -76.4836338 42.4152239))",POINT (-76.4836777 42.4152738),101.1,1088.1
,10309,825230731,,yes,,,,"POLYGON ((-76.4772071 42.4144712, -76.4773495 42.4143875, -76.4773992 42.414434, -76.4773539 42.4144606, -76.4774436 42.4145444, -76.4773465 42.4146015, -76.4772071 42.4144712))",POINT (-76.4773291 42.4144959),219.6,2363.6
,10310,825230734,,yes,,,,"POLYGON ((-76.5184516 42.4046818, -76.518548 42.4047532, -76.5184994 42.4047891, -76.5184336 42.4047402, -76.5183777 42.4047815, -76.5183473 42.404759, -76.5184516 42.4046818))",POINT (-76.5184529 42.4047392),86.2,927.9
,10311,825230735,,yes,,,,"POLYGON ((-76.4806133 42.4028618, -76.4806178 42.4029491, -76.480541 42.4029512, -76.4805398 42.4029269, -76.4804591 42.4029292, -76.4804559 42.4028663, -76.4806133 42.4028618))",POINT (-76.480543 42.4029022),107.7,1159.5
,10312,825230737,,yes,,,,"POLYGON ((-76.4624399 42.4033187, -76.4625888 42.4033727, -76.4625326 42.4034578, -76.4624827 42.4034398, -76.4624627 42.4034703, -76.4623408 42.4034261, -76.4623796 42.4033675, -76.4624022 42.4033757, -76.4624399 42.4033187))",POINT (-76.4624661 42.4033979),192.9,2076.3
,10313,825230741,,yes,,,,"POLYGON ((-76.503399 42.4111966, -76.5034682 42.4111972, -76.5034672 42.4112686, -76.503398 42.411268, -76.503399 42.4111966))",POINT (-76.5034331 42.4112326),45.1,486.0
,10314,825230742,,yes,,,,"POLYGON ((-76.4939576 42.4066804, -76.4940381 42.4066886, -76.4940344 42.4067083, -76.4941052 42.4067156, -76.4940865 42.4068157, -76.4940305 42.40681, -76.4940252 42.4068379, -76.4939301 42.4068283, -76.4939576 42.4066804))",POINT (-76.4940128 42.4067611),180.6,1943.7
,10315,825230743,,greenhouse,,,,"POLYGON ((-76.5450621 42.4067554, -76.5453383 42.4065884, -76.5452866 42.4065414, -76.5450103 42.4067084, -76.5450621 42.4067554))",POINT (-76.5451743 42.4066484),197.6,2126.9
,10316,825230744,,yes,,,,"POLYGON ((-76.4767214 42.4133879, -76.4767687 42.413421, -76.4766557 42.4135093, -76.4766083 42.4134761, -76.4767214 42.4133879))",POINT (-76.4766885 42.4134486),72.4,779.5
,10317,825230745,,yes,,,,"POLYGON ((-76.5020436 42.4140525, -76.5020478 42.4139769, -76.5021846 42.4139811, -76.5021805 42.4140567, -76.5020436 42.4140525))",POINT (-76.5021141 42.4140168),94.7,1019.1
,10318,825230746,,yes,,,,"POLYGON ((-76.5449641 42.4068945, -76.5448333 42.4069743, -76.544772 42.4069192, -76.5447846 42.4069021, -76.5447391 42.4068611, -76.5447696 42.4068272, -76.5447527 42.406812, -76.5448241 42.4067684, -76.5449641 42.4068945))",POINT (-76.5448414 42.4068729),220.9,2377.6
,10319,825230747,,yes,,,,"POLYGON ((-76.4636129 42.4024829, -76.4636054 42.4025025, -76.4635464 42.4024902, -76.4635539 42.4024705, -76.4636129 42.4024829))",POINT (-76.4635796 42.4024865),11.4,123.1
,10320,825230748,,yes,,,,"POLYGON ((-76.4682086 42.4063746, -76.4682602 42.4064106, -76.4682387 42.4064276, -76.4682506 42.4064359, -76.468305 42.406393, -76.4683641 42.4064342, -76.4682982 42.4064861, -76.4682854 42.4064772, -76.4682165 42.4065315, -76.4681067 42.406455, -76.4682086 42.4063746))",POINT (-76.4682302 42.4064503),180.5,1942.8
,10321,825230751,,yes,,,,"POLYGON ((-76.4825051 42.4028853, -76.4825059 42.4029488, -76.4824525 42.4029492, -76.4824527 42.4029674, -76.4822923 42.4029686, -76.4822912 42.4028869, -76.4825051 42.4028853))",POINT (-76.4823939 42.4029251),150.8,1623.1
,10322,825230752,,yes,,,,"POLYGON ((-76.4988245 42.409122, -76.4988269 42.4091659, -76.4986805 42.4091703, -76.4986781 42.4091264, -76.4988245 42.409122))",POINT (-76.4987525 42.4091461),58.8,633.1
,10323,825230756,,yes,,,,"POLYGON ((-76.5427769 42.4072708, -76.5428646 42.4073444, -76.5427701 42.4074059, -76.5427044 42.4073507, -76.5427306 42.4073337, -76.5427086 42.4073153, -76.5427769 42.4072708))",POINT (-76.5427785 42.4073387),105.0,1129.8
,10324,825230757,,yes,,,,"POLYGON ((-76.4506959 42.4140766, -76.4507527 42.4141329, -76.4507122 42.4141553, -76.4507329 42.4141759, -76.4506588 42.414217, -76.4507128 42.4142706, -76.4506292 42.414317, -76.450537 42.4142254, -76.4506281 42.4141751, -76.4505886 42.414136, -76.4506959 42.4140766))",POINT (-76.450649 42.4141967),218.5,2351.5
,10325,825230762,,yes,,,,"POLYGON ((-76.5090488 42.4094743, -76.5090496 42.4095149, -76.5091251 42.409514, -76.5091268 42.4095846, -76.5089364 42.4095869, -76.508934 42.4094758, -76.5090488 42.4094743))",POINT (-76.5090208 42.4095363),165.3,1779.6
,10326,825230763,,yes,,,,"POLYGON ((-76.5439763 42.4073353, -76.5440329 42.4073955, -76.5440095 42.4074077, -76.544025 42.4074242, -76.5439831 42.4074458, -76.5439695 42.4074313, -76.5439649 42.4074337, -76.5439061 42.4073715, -76.5439763 42.4073353))",POINT (-76.5439733 42.4073897),66.8,719.2
,10327,825230764,,yes,,,,"POLYGON ((-76.4895632 42.4059938, -76.4896518 42.4060086, -76.4896321 42.406074, -76.4895432 42.406059, -76.4895632 42.4059938))",POINT (-76.4895976 42.4060339),55.7,599.1
,10328,825230767,,yes,,,,"POLYGON ((-76.5288308 42.4046671, -76.5287832 42.4046604, -76.5287889 42.4046379, -76.5288365 42.4046446, -76.5288308 42.4046671))",POINT (-76.5288098 42.4046525),10.1,109.1
,10329,825230768,,yes,,,,"POLYGON ((-76.4735529 42.4102068, -76.4736442 42.410254, -76.4735944 42.4103071, -76.473503 42.4102601, -76.4735529 42.4102068))",POINT (-76.4735736 42.410257),65.9,708.8
,10330,825230772,,yes,,,,"POLYGON ((-76.4818183 42.4025111, -76.4819313 42.4025003, -76.4819429 42.4025669, -76.4818299 42.4025777, -76.4818183 42.4025111))",POINT (-76.4818806 42.402539),69.9,752.5
,10331,825230775,,yes,,,,"POLYGON ((-76.483082 42.402689, -76.4831125 42.4027422, -76.4831567 42.4027284, -76.4831759 42.4027617, -76.4830527 42.4028003, -76.4830033 42.4027137, -76.483082 42.402689))",POINT (-76.4830811 42.402746),89.4,962.7
,10332,825230776,,yes,,,,"POLYGON ((-76.4809697 42.4052859, -76.4810951 42.405303, -76.4810895 42.405325, -76.481102 42.4053265, -76.4810897 42.4053766, -76.4811003 42.4053782, -76.4810891 42.4054234, -76.4809406 42.4054031, -76.4809697 42.4052859))",POINT (-76.4810247 42.4053559),154.6,1663.9
,10333,825230779,,yes,,,,"POLYGON ((-76.4852415 42.4029358, -76.485332 42.4029825, -76.4853556 42.4029573, -76.4854634 42.403013, -76.4853832 42.4030982, -76.4853392 42.4030755, -76.4853587 42.4030549, -76.4852736 42.4030109, -76.485249 42.403037, -76.4851799 42.4030011, -76.4852415 42.4029358))",POINT (-76.4853279 42.4030095),179.7,1934.3
,10334,825230780,,yes,,,,"POLYGON ((-76.5018227 42.4093092, -76.5018228 42.4091761, -76.5018857 42.4091618, -76.5020136 42.4091619, -76.5020135 42.4091834, -76.5021006 42.4091835, -76.5021004 42.4093012, -76.5020203 42.4093012, -76.5020202 42.4093422, -76.5019111 42.4093421, -76.5018227 42.4093092))",POINT (-76.5019548 42.4092483),393.0,4229.8
,10335,825230781,,yes,,,,"POLYGON ((-76.48111 42.4055463, -76.4811144 42.4055645, -76.4811405 42.4055612, -76.4811461 42.4055852, -76.4811625 42.4055832, -76.4811772 42.4056473, -76.4810133 42.405668, -76.480989 42.4055616, -76.48111 42.4055463))",POINT (-76.481079 42.4056077),152.9,1645.6
,10336,825230784,,yes,,,,"POLYGON ((-76.5041241 42.4085023, -76.5041946 42.4085516, -76.5041383 42.4085956, -76.504068 42.4085464, -76.5041241 42.4085023))",POINT (-76.5041313 42.408549),53.6,577.2
,10337,825230785,,yes,,,,"POLYGON ((-76.4824214 42.4083282, -76.4824436 42.4083582, -76.482408 42.4083728, -76.4824472 42.4084258, -76.4824755 42.4084143, -76.4825217 42.4084766, -76.4824902 42.4084895, -76.482526 42.4085379, -76.4825644 42.4085223, -76.4825956 42.4085645, -76.4825166 42.4085967, -76.4825251 42.4086084, -76.4824492 42.4086392, -76.4824141 42.4085916, -76.4823854 42.4086031, -76.4823396 42.4085415, -76.4823644 42.4085314, -76.4823272 42.4084811, -76.4823013 42.4084915, -76.482253 42.4084262, -76.4822787 42.4084157, -76.4822619 42.4083931, -76.4824214 42.4083282))",POINT (-76.4824151 42.4084874),443.8,4777.2
,10338,825230786,,yes,,,,"POLYGON ((-76.4866745 42.4029377, -76.4867474 42.4030691, -76.4866182 42.4031085, -76.4865825 42.4030441, -76.4865401 42.403057, -76.4865029 42.4029901, -76.4866745 42.4029377))",POINT (-76.4866315 42.4030222),211.7,2278.2
,10339,825230789,,yes,,,,"POLYGON ((-76.5012369 42.4069737, -76.5013163 42.4069875, -76.501309 42.4070098, -76.5013329 42.4070139, -76.5013306 42.4070209, -76.5013706 42.407028, -76.5013518 42.407087, -76.5013131 42.4070803, -76.501308 42.4070962, -76.5012786 42.4070912, -76.5012814 42.4070826, -76.5012065 42.4070695, -76.5012369 42.4069737))",POINT (-76.5012848 42.4070378),115.4,1242.0
,10340,825230791,,yes,,,,"POLYGON ((-76.4786763 42.4034163, -76.4788582 42.403417, -76.4788576 42.4034914, -76.4787716 42.403491, -76.4787715 42.4035109, -76.4786181 42.4035101, -76.4786189 42.4034336, -76.4786761 42.4034338, -76.4786763 42.4034163))",POINT (-76.4787363 42.4034624),181.1,1949.2
,10341,825230795,,yes,,,,"POLYGON ((-76.501802 42.4175784, -76.5018894 42.4175941, -76.5018697 42.4176551, -76.5018796 42.4176568, -76.5018738 42.4176743, -76.5018639 42.4176724, -76.5018448 42.4177314, -76.5017573 42.4177157, -76.501802 42.4175784))",POINT (-76.5018241 42.417655),117.8,1267.8
,10342,825230796,,yes,,,,"POLYGON ((-76.458598 42.4075411, -76.4587352 42.407591, -76.4586922 42.407656, -76.4586541 42.407642, -76.4586046 42.4077164, -76.4586453 42.4077314, -76.4586108 42.4077837, -76.4585273 42.4077532, -76.4585414 42.4077316, -76.4584852 42.4077111, -76.458598 42.4075411))",POINT (-76.4586027 42.4076556),253.8,2732.3
,10343,825230798,,yes,,,,"POLYGON ((-76.5188678 42.4064781, -76.5188756 42.4063471, -76.5189319 42.4063489, -76.5189294 42.4063902, -76.5189739 42.4063917, -76.5189722 42.4064205, -76.5190064 42.4064216, -76.5190033 42.4064744, -76.518972 42.4064734, -76.5189682 42.4065371, -76.5189125 42.4065352, -76.5189158 42.4064797, -76.5188678 42.4064781))",POINT (-76.5189297 42.4064409),149.2,1605.5
,10344,825230799,,yes,,,,"POLYGON ((-76.4678562 42.4071826, -76.4679808 42.4072719, -76.4679015 42.4073326, -76.4677767 42.4072433, -76.4678562 42.4071826))",POINT (-76.4678788 42.4072576),133.9,1441.8
,10345,825230800,,yes,,,,"POLYGON ((-76.5261722 42.4072276, -76.526129 42.4072056, -76.5261599 42.4071722, -76.5262031 42.4071942, -76.5261722 42.4072276))",POINT (-76.5261661 42.4071999),19.4,208.8
,10346,825230801,,yes,,,,"POLYGON ((-76.48377 42.4092863, -76.4839113 42.4093744, -76.4838383 42.4094388, -76.4837622 42.4093914, -76.4837432 42.4094082, -76.4836778 42.4093675, -76.48377 42.4092863))",POINT (-76.4837951 42.4093644),159.1,1712.6
,10347,825230805,,yes,,,,"POLYGON ((-76.5453208 42.4049143, -76.545458 42.4049127, -76.5454596 42.4049876, -76.5454095 42.4049882, -76.5454088 42.4049574, -76.5453218 42.4049583, -76.5453208 42.4049143))",POINT (-76.5453989 42.4049431),69.4,746.6
,10348,825230807,,yes,,,,"POLYGON ((-76.4810475 42.4158261, -76.4812372 42.4156452, -76.4813181 42.4156918, -76.4811284 42.4158727, -76.4810475 42.4158261))",POINT (-76.4811828 42.4157589),214.5,2308.4
,10349,825230809,,yes,,,,"POLYGON ((-76.491225 42.4057079, -76.4913383 42.4057255, -76.491313 42.4058155, -76.4912433 42.4058046, -76.4912131 42.4059116, -76.4911039 42.4058947, -76.4911102 42.4058726, -76.491 42.4058556, -76.4910217 42.4057789, -76.491197 42.4058061, -76.491225 42.4057079))",POINT (-76.4911759 42.4058137),284.1,3057.9
,10350,825230810,,yes,,,,"POLYGON ((-76.5400521 42.409045, -76.5401405 42.4091213, -76.5400788 42.4091606, -76.5401092 42.4091868, -76.540047 42.4092264, -76.5399757 42.4091649, -76.5400305 42.40913, -76.539983 42.409089, -76.5400521 42.409045))",POINT (-76.5400536 42.4091346),140.3,1510.3
,10351,825230811,,yes,,,,"POLYGON ((-76.5024819 42.4101118, -76.5024821 42.4101285, -76.5025511 42.4101277, -76.5025508 42.4101198, -76.5026858 42.4101183, -76.5026873 42.4101964, -76.5026697 42.4101965, -76.5026703 42.410237, -76.5025463 42.4102383, -76.5025465 42.4102472, -76.5024785 42.4102478, -76.502478 42.4102329, -76.5023584 42.4102342, -76.5023575 42.4101886, -76.5023475 42.4101888, -76.502346 42.4101135, -76.5024819 42.4101118))",POINT (-76.5025151 42.4101771),360.8,3883.8
,10352,825230812,,yes,,,,"POLYGON ((-76.501704 42.4062273, -76.5017441 42.4062275, -76.5017438 42.4062632, -76.5017038 42.406263, -76.501704 42.4062273))",POINT (-76.5017239 42.4062452),13.1,140.6
,10353,825230814,,yes,,,,"POLYGON ((-76.4835164 42.4079407, -76.4835421 42.4080434, -76.4833671 42.4080676, -76.4833411 42.4079649, -76.4835164 42.4079407))",POINT (-76.4834417 42.4080041),170.1,1830.6
,10354,825230815,,yes,,,,"POLYGON ((-76.4809743 42.4065188, -76.4810015 42.4065493, -76.4810349 42.4065331, -76.4811534 42.4066659, -76.4811717 42.406657, -76.4812052 42.4066944, -76.481176 42.4067088, -76.481222 42.4067603, -76.4811766 42.4067826, -76.4811948 42.406803, -76.481091 42.4068538, -76.4810666 42.4068265, -76.4810513 42.4068339, -76.4809986 42.4067748, -76.4810352 42.406757, -76.4810153 42.4067349, -76.4809827 42.406751, -76.4809446 42.4067083, -76.4809747 42.4066935, -76.4809652 42.4066831, -76.4809376 42.4066968, -76.4808596 42.4066091, -76.4808887 42.4065948, -76.4808675 42.406571, -76.4809743 42.4065188))",POINT (-76.4810448 42.4066812),560.8,6036.7
,10355,825230816,,yes,,,,"POLYGON ((-76.4755004 42.4029832, -76.4753886 42.4029822, -76.4753898 42.4029149, -76.4755015 42.4029159, -76.4755004 42.4029832))",POINT (-76.4754451 42.4029491),68.7,739.8
,10356,825230818,,yes,,,,"POLYGON ((-76.4846503 42.4080301, -76.4847769 42.4080281, -76.4847789 42.408097, -76.4848 42.4080967, -76.4848021 42.4081683, -76.4846544 42.4081706, -76.4846503 42.4080301))",POINT (-76.4847215 42.408102),176.4,1898.9
,10357,825230820,,yes,,,,"POLYGON ((-76.5444813 42.4071463, -76.5446342 42.4071944, -76.5445879 42.4072755, -76.5444349 42.4072274, -76.5444813 42.4071463))",POINT (-76.5445346 42.4072109),133.7,1439.2
,10358,825230821,,yes,,,,"POLYGON ((-76.5021951 42.4091598, -76.502186 42.4090514, -76.5022306 42.4090494, -76.5022281 42.40902, -76.5022817 42.4090175, -76.5022846 42.4090513, -76.5023589 42.4090478, -76.5023677 42.4091518, -76.5021951 42.4091598))",POINT (-76.5022745 42.4090971),183.0,1969.5
,10359,825230823,,yes,,,,"POLYGON ((-76.5023782 42.4099087, -76.5023784 42.4099262, -76.5024399 42.4099255, -76.5024397 42.4099125, -76.5025737 42.4099114, -76.5025748 42.4099851, -76.5025623 42.4099853, -76.5025629 42.4100337, -76.5024389 42.4100346, -76.5024391 42.4100463, -76.5023687 42.4100469, -76.5023685 42.4100306, -76.5022505 42.4100315, -76.5022498 42.4099899, -76.5022376 42.4099899, -76.5022365 42.4099099, -76.5023782 42.4099087))",POINT (-76.5024056 42.4099735),366.2,3942.2
,10360,825230826,,yes,,,,"POLYGON ((-76.4777363 42.4138566, -76.4778562 42.413861, -76.4778533 42.4139036, -76.4778836 42.4139046, -76.4778815 42.413937, -76.4778491 42.413936, -76.4778453 42.4139946, -76.4777275 42.4139904, -76.4777363 42.4138566))",POINT (-76.4777958 42.4139251),154.7,1664.7
,10361,825230828,,yes,,,,"POLYGON ((-76.4817858 42.4047158, -76.4817019 42.4048134, -76.481551 42.404742, -76.481635 42.4046445, -76.4817858 42.4047158))",POINT (-76.4816684 42.4047289),189.2,2036.4
,10362,825230829,,yes,,,,"POLYGON ((-76.5008735 42.4184396, -76.5009405 42.4184995, -76.5009611 42.4184868, -76.5009919 42.4185143, -76.5006842 42.4187034, -76.5007025 42.4187197, -76.5006518 42.4187507, -76.5006395 42.4187397, -76.5003796 42.4188995, -76.5003958 42.4189141, -76.5003485 42.4189431, -76.5003326 42.4189288, -76.5000423 42.4191073, -76.4999385 42.4190145, -76.5008735 42.4184396))",POINT (-76.5004551 42.4187753),1340.4,14427.5
,10363,825230830,,yes,,,,"POLYGON ((-76.5174857 42.4078143, -76.5175815 42.4078257, -76.5175796 42.4078344, -76.5176331 42.4078406, -76.5176236 42.4078847, -76.5175713 42.4078785, -76.5175694 42.4078874, -76.5174724 42.4078759, -76.5174857 42.4078143))",POINT (-76.5175483 42.4078533),77.4,833.6
,10364,825230831,,yes,,,,"POLYGON ((-76.5024114 42.4058656, -76.502412 42.4059639, -76.5024002 42.4059639, -76.5024004 42.4059946, -76.5023337 42.4059947, -76.5023335 42.4059674, -76.5023134 42.4059674, -76.5023132 42.4059257, -76.5022968 42.4059259, -76.5022966 42.4058983, -76.5023195 42.4058981, -76.5023193 42.4058659, -76.5024114 42.4058656))",POINT (-76.5023616 42.4059266),110.0,1184.2
,10365,825230835,,yes,,,,"POLYGON ((-76.5456656 42.4045464, -76.5456651 42.4046141, -76.5455012 42.4046134, -76.545501 42.4046443, -76.5453969 42.4046439, -76.5453971 42.404612, -76.5451343 42.4046109, -76.5451349 42.404544, -76.5456656 42.4045464))",POINT (-76.5454048 42.404583),355.8,3829.8
,10366,825230836,,yes,,,,"POLYGON ((-76.4837201 42.407002, -76.4837171 42.4070846, -76.483696 42.4070842, -76.4836942 42.4071334, -76.4835553 42.4071306, -76.4835579 42.4070587, -76.4835638 42.4070589, -76.483566 42.4069989, -76.4837201 42.407002))",POINT (-76.4836355 42.4070647),180.1,1939.0
,10367,825230839,,yes,,,,"POLYGON ((-76.5162447 42.4084116, -76.5163639 42.4084173, -76.5163545 42.4085221, -76.5163656 42.4085226, -76.5163631 42.4085523, -76.5163508 42.4085518, -76.5163447 42.4086194, -76.5162191 42.4086131, -76.5162247 42.4085493, -76.5161775 42.4085471, -76.5161894 42.4084131, -76.5162445 42.4084157, -76.5162447 42.4084116))",POINT (-76.5162755 42.4085087),295.2,3177.9
,10368,825230840,,yes,,,,"POLYGON ((-76.4806847 42.4041296, -76.4808155 42.4042134, -76.4807296 42.4042874, -76.4805985 42.4042036, -76.4806847 42.4041296))",POINT (-76.480707 42.4042085),154.4,1662.3
,10369,825230841,,yes,,,,"POLYGON ((-76.5025371 42.4077219, -76.5025761 42.4077254, -76.5025683 42.4077733, -76.5025293 42.4077699, -76.5025371 42.4077219))",POINT (-76.5025527 42.4077476),17.3,186.6
